timestamp,rp,ocp,residual
2026-03-23T09:48:33,0.009947974853538391,0.0002799989888444543,3.861801790353582e-07
2026-03-23T09:50:05,0.009949594634341403,0.00039199800812639296,3.4475065862414477e-07
2026-03-23T09:51:04,0.00994928413050101,0.00022399899899028242,3.405156076209586e-07
2026-03-23T09:52:05,0.009949600154989541,0.00022399899899028242,3.466460887052212e-07
2026-03-23T09:53:05,0.009949487668869312,0.00039199800812639296,3.3722182752152725e-07
2026-03-23T09:54:05,0.009949414100494079,0.00022399899899028242,3.5024385021676265e-07
2026-03-23T09:55:05,0.009948760670598916,0.0002799989888444543,3.5400676046708666e-07
2026-03-23T09:56:05,0.00994885878852048,0.00022399899899028242,3.63227944948859e-07
2026-03-23T09:57:05,0.00994842352004552,0.00044799799798056483,3.631910535764228e-07
2026-03-23T09:58:05,0.009948812219558774,0.0002799989888444543,3.646602603016792e-07
2026-03-23T09:59:05,0.009949164508276112,0.0002799989888444543,3.4916883759075764e-07
2026-03-23T10:00:05,0.009948945254626638,0.00039199800812639296,3.736260618983055e-07
2026-03-23T10:01:05,0.00994896881922064,0.00022399899899028242,3.66066062652952e-07
2026-03-23T10:02:05,0.00994898979150762,0.0002799989888444543,3.569748878886341e-07
2026-03-23T10:03:05,0.009948497278383126,0.00044799799798056483,3.453145921103063e-07
2026-03-23T10:04:05,0.009949056069068221,0.0002799989888444543,3.640811643093885e-07
2026-03-23T10:05:05,0.00994874730314551,0.00039199800812639296,3.4052225308948247e-07
2026-03-23T10:06:05,0.009948923138531652,0.0003359990078024566,3.5532475544221867e-07
2026-03-23T10:07:05,0.009948618844748444,0.0002799989888444543,3.4807986508774014e-07
2026-03-23T10:08:05,0.009949283594909824,0.00044799799798056483,3.5021818692405874e-07
2026-03-23T10:09:05,0.00994842096162479,0.00044799799798056483,3.582004482895087e-07
2026-03-23T10:10:05,0.009947460374137542,0.0002799989888444543,3.9679556018671607e-07
2026-03-23T10:11:05,0.009948889940512325,0.0002799989888444543,3.7582799697836846e-07
2026-03-23T10:12:05,0.009947493161443742,0.00044799799798056483,3.869352827224989e-07
2026-03-23T10:13:05,0.009949353545792987,0.0002799989888444543,3.451193963205012e-07
2026-03-23T10:14:04,0.009949361092537677,0.0002799989888444543,3.6197724611639295e-07
2026-03-23T10:15:05,0.009948919578980179,0.0002799989888444543,3.6448564505608145e-07
2026-03-23T10:16:05,0.009949614215042068,0.00039199800812639296,3.1341812904092413e-07
2026-03-23T10:17:05,0.009948833176476424,0.0002799989888444543,3.549401388710953e-07
2026-03-23T10:18:05,0.009949179008506065,0.00039199800812639296,3.50648689079824e-07
2026-03-23T10:19:05,0.00994990544699143,0.00022399899899028242,3.402897733786116e-07
2026-03-23T10:20:05,0.009949045454637734,0.0002799989888444543,3.504610719190918e-07
2026-03-23T10:21:05,0.009948864763229742,0.0003359990078024566,3.600793369646473e-07
2026-03-23T10:22:05,0.009949841164013096,0.00039199800812639296,3.4652117613785534e-07
2026-03-23T10:23:05,0.009949889557289829,0.0003359990078024566,3.5982744237718906e-07
2026-03-23T10:24:05,0.00995027815014694,0.00039199800812639296,3.2543868422061934e-07
2026-03-23T10:25:05,0.009949207643953305,0.0002799989888444543,3.542698289030729e-07
